CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST-10554,Male,0,No,Yes,50,Yes,Fiber optic,Month-to-month,Electronic check,Yes,89.1,4451.78,Yes
CUST-10752,Female,0,Yes,No,19,Yes,No,Two year,Bank transfer (automatic),No,21.19,400.06,No
CUST-13900,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Electronic check,Yes,83.3,814.46,Yes
CUST-13360,Female,0,No,Yes,17,Yes,Fiber optic,One year,Electronic check,Yes,86.12,1459.34,No
CUST-11041,Female,0,No,No,23,Yes,Fiber optic,Two year,Mailed check,No,113.43,2597.67,No
CUST-13974,Female,0,No,No,59,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,99.09,5846.06,Yes
CUST-14926,Male,0,Yes,Yes,37,No,Fiber optic,Month-to-month,Mailed check,No,79.33,2962.86,No
CUST-10363,Female,0,No,No,59,Yes,No,Month-to-month,Credit card (automatic),No,18.0,1047.12,Yes
CUST-13677,Female,0,No,No,22,Yes,Fiber optic,Two year,Electronic check,Yes,81.69,1816.02,Yes
CUST-11135,Male,0,No,No,60,Yes,DSL,Month-to-month,Electronic check,Yes,59.19,3554.48,Yes
CUST-13326,Male,0,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,54.17,584.89,No
CUST-14042,Male,1,No,No,60,Yes,DSL,Month-to-month,Credit card (automatic),Yes,67.71,4054.09,No
CUST-10550,Male,0,Yes,No,33,Yes,No,Month-to-month,Mailed check,Yes,35.82,1187.97,No
CUST-13571,Female,0,No,No,45,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,41.68,1864.85,No
CUST-12852,Male,0,Yes,No,66,Yes,No,Month-to-month,Electronic check,Yes,20.72,1376.24,Yes
CUST-11622,Female,0,No,No,48,Yes,DSL,Month-to-month,Mailed check,No,57.54,2762.49,No
CUST-13988,Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Electronic check,Yes,82.3,2136.26,Yes
CUST-12655,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,Yes,74.49,51.4,Yes
CUST-13781,Male,0,Yes,No,46,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,81.26,3718.15,No
CUST-13909,Male,1,Yes,No,0,No,No,Two year,Electronic check,Yes,18.0,20.5,No
CUST-10842,Male,0,Yes,No,29,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,68.42,1968.19,No
CUST-12495,Female,1,No,No,46,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,84.85,3900.72,No
CUST-12068,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,119.87,8384.42,Yes
CUST-13975,Male,1,Yes,Yes,69,Yes,DSL,Month-to-month,Electronic check,No,61.97,4282.25,Yes
CUST-10879,Male,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Mailed check,No,85.9,2934.43,No
CUST-14529,Male,0,Yes,No,8,Yes,No,One year,Credit card (automatic),Yes,20.71,168.75,No
CUST-12765,Female,0,Yes,Yes,1,Yes,DSL,Month-to-month,Mailed check,Yes,52.7,94.05,No
CUST-10863,Female,0,Yes,No,10,No,Fiber optic,Month-to-month,Mailed check,Yes,94.25,968.81,No
CUST-14171,Male,0,Yes,No,43,Yes,Fiber optic,Month-to-month,Electronic check,Yes,71.15,3048.49,Yes
CUST-14091,Male,0,No,No,31,Yes,DSL,Two year,Credit card (automatic),Yes,55.29,1723.99,No
CUST-12402,Male,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,85.47,2558.55,Yes
CUST-12059,Male,1,No,Yes,72,Yes,No,Month-to-month,Credit card (automatic),Yes,18.0,1310.23,No
CUST-14078,Female,0,No,Yes,19,No,Fiber optic,Month-to-month,Electronic check,Yes,88.22,1706.31,Yes
CUST-11911,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,68.45,2891.34,No
CUST-12762,Male,0,No,No,72,Yes,Fiber optic,Two year,Electronic check,No,86.57,6251.82,No
CUST-14118,Female,0,No,Yes,69,Yes,DSL,One year,Bank transfer (automatic),Yes,56.37,3909.5,No
CUST-11073,Male,1,Yes,No,39,Yes,Fiber optic,One year,Credit card (automatic),Yes,77.22,3042.96,No
CUST-11753,Male,0,Yes,No,70,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,87.62,6116.82,Yes
CUST-11159,Female,1,No,Yes,46,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,93.67,4325.83,No
CUST-10058,Male,0,No,No,5,Yes,DSL,Month-to-month,Mailed check,No,45.02,259.23,Yes
CUST-11326,Male,0,No,No,46,Yes,DSL,Month-to-month,Credit card (automatic),Yes,67.35,3103.44,No
CUST-14281,Female,0,No,No,21,Yes,DSL,Month-to-month,Mailed check,No,63.09,1325.83,Yes
CUST-12294,Female,0,No,Yes,31,Yes,Fiber optic,Month-to-month,Mailed check,Yes,88.52,2727.62,Yes
CUST-12972,Male,0,No,No,56,Yes,No,Month-to-month,Bank transfer (automatic),Yes,24.22,1369.64,No
CUST-11238,Male,0,Yes,Yes,49,Yes,DSL,Two year,Bank transfer (automatic),Yes,61.92,2988.87,No
CUST-12398,Male,0,No,Yes,50,No,DSL,Month-to-month,Credit card (automatic),Yes,70.95,3535.86,Yes
CUST-12558,Female,0,No,Yes,65,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,104.95,6835.2,Yes
CUST-12529,Male,0,No,No,13,Yes,Fiber optic,Two year,Credit card (automatic),No,75.85,974.47,No
CUST-14414,Female,0,No,Yes,71,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,46.77,3336.01,No
CUST-14872,Male,0,Yes,Yes,21,Yes,No,Month-to-month,Mailed check,Yes,26.27,563.62,No
CUST-11513,Male,0,Yes,No,60,Yes,No,Month-to-month,Bank transfer (automatic),Yes,49.23,2949.79,No
CUST-12196,Male,0,Yes,Yes,55,Yes,Fiber optic,Two year,Electronic check,Yes,89.61,4896.31,No
CUST-13533,Female,0,No,No,12,Yes,Fiber optic,One year,Mailed check,No,88.95,1058.61,No
CUST-12736,Male,0,No,No,43,Yes,DSL,Two year,Electronic check,No,71.03,3048.15,Yes
CUST-11068,Male,0,Yes,No,33,Yes,No,Month-to-month,Electronic check,Yes,33.84,1115.45,No
CUST-12195,Female,1,No,No,35,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,104.17,3629.99,No
CUST-13873,Female,1,Yes,No,33,Yes,DSL,Month-to-month,Mailed check,No,43.36,1426.71,No
CUST-10076,Female,1,No,Yes,47,Yes,Fiber optic,Month-to-month,Electronic check,No,72.92,3416.08,Yes
CUST-10516,Female,0,Yes,No,6,No,DSL,One year,Mailed check,Yes,75.61,436.26,Yes
CUST-12671,Female,0,Yes,Yes,54,Yes,No,One year,Electronic check,Yes,31.88,1748.12,No
CUST-11799,Male,0,Yes,No,11,No,Fiber optic,One year,Credit card (automatic),Yes,113.94,1242.99,No
CUST-13605,Male,0,Yes,No,70,Yes,DSL,Month-to-month,Electronic check,No,63.85,4446.63,Yes
CUST-14156,Female,0,No,No,54,Yes,DSL,Two year,Mailed check,Yes,61.44,3317.7599999999998,No
CUST-12500,Female,0,Yes,No,54,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,77.85,4203.46,No
CUST-14864,Male,0,No,No,25,No,DSL,Month-to-month,Electronic check,Yes,72.8,1833.33,No
CUST-14883,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Mailed check,Yes,102.73,2157.89,No
CUST-10192,Male,0,Yes,No,44,Yes,No,Two year,Mailed check,No,20.5,919.74,No
CUST-12798,Male,0,Yes,No,3,Yes,No,Month-to-month,Bank transfer (automatic),No,33.11,97.23,Yes
CUST-11038,Male,0,Yes,No,16,Yes,No,Two year,Mailed check,No,32.31,513.61,No
CUST-12178,Male,0,No,No,12,Yes,DSL,Two year,Electronic check,No,66.53,815.12,No
CUST-11959,Male,0,Yes,No,18,Yes,Fiber optic,One year,Mailed check,Yes,77.86,1414.36,No
CUST-14567,Male,0,No,No,0,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,81.3,38.55,Yes
CUST-14142,Female,0,Yes,No,24,No,DSL,Month-to-month,Credit card (automatic),Yes,45.18,1106.46,Yes
CUST-12505,Male,0,No,Yes,25,Yes,Fiber optic,One year,Credit card (automatic),Yes,81.32,2004.5,Yes
CUST-11303,Female,1,No,No,66,Yes,Fiber optic,Month-to-month,Mailed check,Yes,65.92,4353.53,Yes
CUST-10626,Male,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Electronic check,Yes,108.91,2257.99,Yes
CUST-13079,Male,0,No,No,41,Yes,Fiber optic,Two year,Mailed check,Yes,96.31,3964.15,No
CUST-12873,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Electronic check,Yes,98.14,5876.39,Yes
CUST-11099,Male,0,No,No,37,Yes,Fiber optic,One year,Credit card (automatic),Yes,82.37,3083.96,No
CUST-14544,Male,1,No,Yes,71,Yes,No,Month-to-month,Bank transfer (automatic),Yes,19.27,1346.57,No
CUST-11908,Female,0,Yes,No,38,Yes,No,Month-to-month,Bank transfer (automatic),No,18.0,679.76,No
CUST-14344,Male,1,No,No,17,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,70.06,1204.97,No
CUST-12794,Female,0,No,No,66,Yes,DSL,Two year,Mailed check,No,73.78,4882.51,No
CUST-13982,Female,0,No,Yes,48,Yes,DSL,Month-to-month,Mailed check,No,62.97,3048.38,Yes
CUST-11910,Female,0,Yes,No,30,Yes,DSL,Two year,Credit card (automatic),No,65.28,1967.57,Yes
CUST-12198,Female,0,No,Yes,70,Yes,DSL,Month-to-month,Credit card (automatic),Yes,72.0,5059.37,No
CUST-14466,Female,1,No,No,33,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,68.88,2291.9,Yes
CUST-13725,Female,0,Yes,No,42,Yes,No,Two year,Bank transfer (automatic),Yes,31.14,1295.7,No
CUST-14931,Male,0,Yes,No,6,No,DSL,Month-to-month,Bank transfer (automatic),Yes,51.1,299.57,Yes
CUST-10309,Female,0,Yes,No,44,No,No,One year,Mailed check,No,22.47,996.37,No
CUST-11412,Male,0,No,No,47,Yes,Fiber optic,Two year,Credit card (automatic),Yes,94.49,4464.16,No
CUST-10775,Male,0,No,No,11,Yes,DSL,Month-to-month,Mailed check,Yes,52.13,588.09,No
CUST-10484,Male,0,Yes,No,33,Yes,DSL,One year,Bank transfer (automatic),Yes,36.06,1185.21,Yes
CUST-14633,Male,0,Yes,Yes,15,Yes,DSL,Two year,Bank transfer (automatic),Yes,74.73,1129.58,Yes
CUST-10367,Female,0,Yes,Yes,66,Yes,Fiber optic,One year,Credit card (automatic),No,95.45,6292.76,No
CUST-10570,Female,0,Yes,No,10,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,55.93,535.84,Yes
CUST-13062,Female,0,Yes,No,2,Yes,No,Month-to-month,Bank transfer (automatic),Yes,26.2,50.19,No
CUST-10649,Male,0,Yes,No,36,Yes,Fiber optic,Two year,Credit card (automatic),Yes,65.64,2337.77,No
CUST-14580,Male,0,No,No,57,Yes,DSL,Two year,Bank transfer (automatic),Yes,49.09,2795.67,No
CUST-10441,Female,0,No,No,46,Yes,DSL,Two year,Credit card (automatic),No,61.63,2815.51,No
CUST-11593,Female,1,No,No,50,Yes,Fiber optic,Two year,Credit card (automatic),Yes,100.28,5006.24,Yes
CUST-12263,Female,0,No,No,45,Yes,DSL,Month-to-month,Credit card (automatic),Yes,46.87,2102.04,No
CUST-10896,Female,0,No,No,16,Yes,DSL,One year,Credit card (automatic),Yes,47.59,747.42,No
CUST-13856,Female,0,Yes,Yes,66,No,Fiber optic,Month-to-month,Mailed check,Yes,90.58,5955.69,No
CUST-11541,Male,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,117.85,2665.48,Yes
CUST-11404,Female,1,No,No,35,Yes,DSL,Month-to-month,Electronic check,No,53.87,1883.1,No
CUST-13809,Female,0,Yes,No,13,Yes,No,Month-to-month,Bank transfer (automatic),No,28.66,400.25,No
CUST-12917,Male,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,74.68,218.0,Yes
CUST-14244,Female,0,No,Yes,67,Yes,No,One year,Bank transfer (automatic),Yes,31.94,2161.37,No
CUST-13771,Female,1,Yes,No,50,Yes,No,Month-to-month,Bank transfer (automatic),Yes,18.0,917.28,No
CUST-14958,Male,0,Yes,Yes,5,Yes,DSL,One year,Electronic check,Yes,67.51,338.56,No
CUST-13221,Female,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,73.81,2219.06,Yes
CUST-12031,Male,0,No,No,33,Yes,No,Month-to-month,Mailed check,No,38.35,1253.12,No
CUST-10945,Male,0,No,No,53,Yes,Fiber optic,Month-to-month,Electronic check,Yes,93.96,4992.92,No
CUST-11689,Female,0,No,No,48,Yes,Fiber optic,Month-to-month,Mailed check,No,115.7,5575.64,No
CUST-14249,Male,0,Yes,Yes,21,Yes,DSL,Month-to-month,Credit card (automatic),Yes,66.04,1382.24,No
CUST-10072,Male,0,Yes,Yes,13,Yes,Fiber optic,Two year,Mailed check,Yes,89.11,1168.29,No
CUST-14197,Male,0,No,No,20,Yes,DSL,Two year,Electronic check,Yes,56.08,1127.6,Yes
CUST-13166,Female,0,Yes,No,14,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,103.01,1445.06,Yes
CUST-10994,Female,0,Yes,No,11,No,Fiber optic,Month-to-month,Electronic check,No,95.2,987.29,Yes
CUST-10762,Male,0,No,No,15,Yes,DSL,Month-to-month,Mailed check,Yes,60.92,922.18,No
CUST-12137,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Mailed check,No,101.8,624.73,Yes
CUST-10173,Female,0,No,Yes,32,No,No,Month-to-month,Electronic check,No,26.4,824.28,Yes
CUST-12065,Female,1,Yes,Yes,39,Yes,Fiber optic,One year,Credit card (automatic),Yes,89.23,3507.13,Yes
CUST-11734,Male,0,No,No,18,Yes,Fiber optic,Two year,Mailed check,No,119.44,2157.32,No
CUST-14518,Female,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,101.9,3600.52,Yes
CUST-13962,Male,1,No,Yes,68,Yes,DSL,One year,Electronic check,Yes,68.55,4613.06,Yes
CUST-12511,Male,0,No,Yes,56,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,88.6,5004.44,Yes
CUST-14421,Male,0,Yes,Yes,33,Yes,No,Month-to-month,Electronic check,No,25.71,826.53,Yes
CUST-12351,Male,0,No,No,49,Yes,No,Two year,Credit card (automatic),No,33.6,1613.34,No
CUST-11775,Female,0,Yes,Yes,11,Yes,DSL,One year,Bank transfer (automatic),Yes,67.59,741.96,Yes
CUST-14047,Female,0,No,Yes,55,Yes,No,One year,Mailed check,No,18.67,1069.34,No
CUST-10838,Female,0,Yes,No,7,Yes,Fiber optic,One year,Electronic check,Yes,103.33,731.99,No
CUST-10864,Female,1,No,No,31,Yes,Fiber optic,Month-to-month,Mailed check,Yes,68.85,2128.89,No
CUST-13377,Female,0,No,Yes,61,Yes,Fiber optic,Two year,Mailed check,Yes,85.72,5232.86,No
CUST-14828,Female,0,No,No,40,Yes,Fiber optic,One year,Electronic check,Yes,101.33,4111.11,No
CUST-11903,Male,0,Yes,No,9,Yes,DSL,Two year,Credit card (automatic),No,52.98,453.47,No
CUST-10298,Male,1,Yes,No,12,Yes,DSL,Two year,Mailed check,Yes,59.61,671.78,No
CUST-10371,Female,1,Yes,No,35,Yes,No,Month-to-month,Bank transfer (automatic),Yes,18.0,641.68,Yes
CUST-11899,Female,0,Yes,Yes,18,Yes,DSL,One year,Mailed check,No,83.3,1508.57,Yes
CUST-11293,Male,0,No,No,34,Yes,No,Month-to-month,Mailed check,No,35.69,1224.75,Yes
CUST-10266,Female,0,Yes,No,53,Yes,DSL,Month-to-month,Electronic check,Yes,25.23,1345.61,No
CUST-13228,Male,0,Yes,No,44,Yes,DSL,Two year,Electronic check,No,47.89,2093.7,No
CUST-11784,Male,0,No,No,54,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,104.43,5612.25,No
CUST-11029,Male,0,No,Yes,3,Yes,No,Month-to-month,Bank transfer (automatic),Yes,24.29,98.71,Yes
CUST-10519,Female,0,No,No,63,Yes,Fiber optic,One year,Mailed check,Yes,95.37,6045.86,No
CUST-12680,Male,0,No,Yes,17,No,Fiber optic,Two year,Credit card (automatic),Yes,86.79,1458.16,No
CUST-12446,Male,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,80.57,3904.96,No
CUST-13815,Female,1,No,No,48,Yes,DSL,One year,Mailed check,No,58.08,2807.9,No
CUST-11914,Female,0,Yes,No,67,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,56.71,3778.92,Yes
CUST-12888,Male,0,No,No,40,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,57.32,2282.93,Yes
CUST-13727,Female,1,No,No,65,No,DSL,Month-to-month,Credit card (automatic),Yes,55.52,3598.12,No
CUST-11609,Male,0,No,Yes,36,Yes,DSL,One year,Credit card (automatic),No,43.29,1551.32,No
CUST-12896,Female,0,No,No,18,Yes,Fiber optic,Two year,Mailed check,No,81.73,1446.85,No
CUST-13203,Male,0,No,Yes,66,Yes,DSL,Month-to-month,Electronic check,No,61.48,4043.26,No
CUST-10395,Female,1,No,Yes,8,Yes,No,Two year,Credit card (automatic),No,25.55,181.17,Yes
CUST-10094,Female,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Electronic check,Yes,78.99,1202.64,Yes
CUST-12682,Female,0,Yes,No,45,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,85.5,3861.65,No
CUST-13730,Female,0,No,Yes,4,Yes,Fiber optic,Two year,Mailed check,No,87.9,360.49,Yes
CUST-11785,Female,0,No,No,0,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,110.42,0.0,Yes
CUST-11983,Male,0,No,No,35,Yes,DSL,Month-to-month,Bank transfer (automatic),No,65.28,2288.3,Yes
CUST-11936,Male,0,No,No,53,Yes,DSL,One year,Mailed check,Yes,35.24,1831.17,No
CUST-14074,Female,0,No,Yes,59,Yes,Fiber optic,Two year,Electronic check,Yes,82.22,4870.01,No
CUST-12996,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,89.71,657.23,Yes
CUST-12747,Male,1,No,Yes,42,Yes,No,Month-to-month,Bank transfer (automatic),No,20.54,858.16,Yes
CUST-12864,Female,0,Yes,No,69,Yes,No,Month-to-month,Electronic check,Yes,18.0,1259.8,Yes
CUST-13242,Female,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Mailed check,Yes,105.8,6518.87,Yes
CUST-14730,Female,0,No,No,62,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,83.87,5185.54,Yes
CUST-14977,Male,0,Yes,No,11,Yes,DSL,One year,Electronic check,Yes,64.6,716.04,No
CUST-14755,Female,0,No,No,38,Yes,DSL,Month-to-month,Bank transfer (automatic),No,53.31,2020.53,Yes
CUST-13235,Female,0,Yes,No,32,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,91.18,2929.18,No
CUST-10881,Female,0,Yes,Yes,38,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,61.58,2346.32,Yes
CUST-11431,Male,0,Yes,No,51,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,84.66,4318.28,Yes
CUST-13066,Male,0,No,No,30,Yes,DSL,One year,Mailed check,No,68.6,2065.99,No
CUST-13027,Male,0,Yes,No,11,Yes,Fiber optic,One year,Mailed check,Yes,56.4,613.51,No
CUST-10112,Female,0,No,Yes,67,Yes,Fiber optic,One year,Mailed check,Yes,84.22,5658.2,Yes
CUST-12365,Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,100.53,723.28,Yes
CUST-11321,Male,0,No,Yes,6,Yes,DSL,One year,Bank transfer (automatic),Yes,67.59,391.73,Yes
CUST-13806,Female,0,No,Yes,43,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,53.73,2327.65,Yes
CUST-12576,Male,0,Yes,Yes,25,No,No,Month-to-month,Bank transfer (automatic),Yes,39.96,992.72,Yes
CUST-10947,Female,0,No,No,44,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,34.1,1500.6,No
CUST-14315,Male,0,No,Yes,65,Yes,Fiber optic,One year,Mailed check,No,97.44,6339.23,Yes
CUST-11587,Male,0,No,Yes,44,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,82.44,3636.43,Yes
CUST-11177,Female,0,No,No,55,Yes,No,One year,Credit card (automatic),No,27.28,1484.26,Yes
CUST-12641,Female,0,Yes,No,34,No,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,89.53,3035.2,Yes
CUST-13597,Male,1,No,No,67,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,109.96,7345.26,Yes
CUST-12592,Male,0,Yes,No,48,Yes,Fiber optic,Month-to-month,Mailed check,Yes,67.33,3221.34,Yes
CUST-10630,Male,0,No,No,72,No,Fiber optic,One year,Bank transfer (automatic),Yes,81.59,5812.36,No
CUST-14861,Female,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,No,91.04,453.93,No
CUST-13553,Female,0,No,No,72,No,Fiber optic,One year,Electronic check,No,85.58,6183.0,Yes
CUST-13258,Male,0,Yes,Yes,65,No,Fiber optic,Month-to-month,Mailed check,No,79.52,5132.88,Yes
CUST-12683,Male,1,Yes,No,28,Yes,Fiber optic,Month-to-month,Electronic check,No,86.7,2426.54,Yes
CUST-11614,Female,0,Yes,Yes,70,Yes,No,Month-to-month,Electronic check,No,18.15,1265.0,No
CUST-13541,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,79.29,724.96,Yes
CUST-12156,Female,0,No,No,60,Yes,Fiber optic,Two year,Electronic check,Yes,97.58,5849.43,No
CUST-11742,Female,0,No,No,21,Yes,Fiber optic,One year,Mailed check,Yes,120.0,2521.59,No
CUST-13552,Male,0,No,No,18,Yes,No,Two year,Bank transfer (automatic),Yes,24.51,424.62,No
CUST-13465,Female,1,Yes,No,14,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,86.87,1207.86,Yes
CUST-11877,Female,0,Yes,No,45,Yes,DSL,One year,Bank transfer (automatic),No,54.42,2448.9,No
CUST-13526,Female,1,Yes,No,36,Yes,No,Two year,Bank transfer (automatic),No,25.8,939.41,No
CUST-12089,Male,0,No,Yes,29,Yes,DSL,One year,Bank transfer (automatic),Yes,50.36,1418.34,No
CUST-14482,Female,1,No,No,54,Yes,Fiber optic,Two year,Credit card (automatic),No,111.03,6022.32,No
CUST-12162,Male,0,Yes,No,19,Yes,Fiber optic,One year,Credit card (automatic),Yes,87.88,1659.74,Yes
CUST-13682,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,89.68,6416.71,Yes
CUST-11923,Male,0,Yes,Yes,38,Yes,DSL,Month-to-month,Mailed check,Yes,47.71,1835.61,Yes
CUST-10287,Male,0,No,No,68,Yes,DSL,One year,Electronic check,No,57.77,3895.56,No
CUST-12949,Female,0,No,No,58,Yes,Fiber optic,One year,Mailed check,No,91.23,5279.49,No
CUST-14362,Male,1,No,Yes,9,Yes,Fiber optic,One year,Electronic check,Yes,82.57,778.9,Yes
CUST-13354,Male,0,Yes,Yes,23,Yes,No,One year,Bank transfer (automatic),Yes,18.52,448.7,No
CUST-12369,Female,0,Yes,No,19,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,93.2,1763.9,Yes
CUST-13676,Female,0,No,No,69,Yes,Fiber optic,Two year,Electronic check,Yes,87.5,5994.62,Yes
CUST-13519,Male,0,No,No,47,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,96.76,4557.47,No
CUST-11109,Male,1,No,No,28,Yes,DSL,Two year,Bank transfer (automatic),No,48.31,1373.39,No
CUST-11224,Male,0,No,No,58,Yes,Fiber optic,Month-to-month,Electronic check,Yes,105.57,6113.77,Yes
CUST-12842,Male,0,Yes,Yes,36,Yes,DSL,Month-to-month,Credit card (automatic),Yes,45.14,1639.53,No
CUST-13353,Male,1,No,No,35,Yes,No,One year,Mailed check,No,19.2,630.68,No
CUST-13504,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Mailed check,Yes,54.3,418.46,Yes
CUST-10525,Male,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,67.7,3401.53,Yes
CUST-13384,Male,0,No,No,32,Yes,Fiber optic,Month-to-month,Mailed check,Yes,78.64,2495.21,No
CUST-14413,Female,0,No,Yes,28,Yes,DSL,One year,Credit card (automatic),Yes,55.81,1570.77,No
CUST-13034,Female,0,No,Yes,45,Yes,DSL,Month-to-month,Electronic check,Yes,67.65,3042.48,No
CUST-10506,Female,1,No,No,65,No,DSL,Month-to-month,Bank transfer (automatic),Yes,49.07,3194.86,No
CUST-14917,Female,0,No,No,63,Yes,Fiber optic,Two year,Electronic check,No,90.0,5690.89,No
CUST-12062,Male,1,No,No,71,Yes,Fiber optic,Month-to-month,Electronic check,No,81.66,5819.25,Yes
CUST-11223,Male,0,Yes,Yes,53,Yes,DSL,Month-to-month,Electronic check,No,63.5,3358.33,No
CUST-12444,Female,0,Yes,Yes,15,Yes,No,Month-to-month,Electronic check,Yes,18.0,244.46,No
CUST-13413,Female,0,No,Yes,43,Yes,No,One year,Electronic check,No,18.0,803.46,No
CUST-14491,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,85.26,950.06,Yes
CUST-11695,Female,0,Yes,Yes,38,No,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,89.7,3447.14,Yes
CUST-11449,Female,0,No,No,17,Yes,DSL,Month-to-month,Electronic check,Yes,54.78,938.6,No
CUST-11626,Male,0,Yes,No,31,No,Fiber optic,Month-to-month,Electronic check,Yes,87.99,2704.86,Yes
CUST-11264,Female,0,Yes,No,31,Yes,DSL,One year,Bank transfer (automatic),No,58.99,1828.03,No
CUST-14440,Female,0,Yes,No,2,Yes,Fiber optic,One year,Mailed check,Yes,70.96,157.82,No
CUST-10877,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,71.72,1090.44,Yes
CUST-13468,Male,1,No,No,6,Yes,No,Month-to-month,Bank transfer (automatic),Yes,18.0,110.9,Yes
CUST-12749,Female,0,Yes,Yes,70,Yes,No,Two year,Mailed check,Yes,18.0,1281.73,No
CUST-10013,Male,0,Yes,No,33,Yes,Fiber optic,One year,Credit card (automatic),Yes,90.22,2959.14,Yes
CUST-10481,Female,0,Yes,No,9,Yes,No,One year,Mailed check,Yes,25.62,254.38,Yes
CUST-13016,Male,0,No,Yes,9,Yes,DSL,One year,Mailed check,No,44.75,405.68,No
CUST-14214,Male,1,Yes,No,0,No,No,Month-to-month,Mailed check,Yes,18.13,0.0,No
CUST-13094,Male,0,No,Yes,2,Yes,DSL,Month-to-month,Electronic check,No,59.14,113.09,Yes
CUST-12424,Male,0,No,No,15,Yes,Fiber optic,Two year,Electronic check,Yes,78.74,1172.54,Yes
CUST-13172,Male,0,Yes,Yes,48,Yes,DSL,Month-to-month,Credit card (automatic),Yes,61.38,2954.01,Yes
CUST-13249,Male,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,71.8,1109.72,No
